comment_sen,score
"流畅度：试玩版游戏运行非常流畅。
运行速度：运行速度很好些，加载之类的都很快。
稳定性：玩了好久，很稳定没有卡顿和司机。
画面效果：720p的屏幕显示很细腻，当然和现款大部分手机没法比，毕竟两年前的硬件。
外形外观：很喜欢，创新的掌机和主机二合一，看起来也很好看。
产品包装：简约的包装，符合任天堂一贯的风格。
想起来30年前为了买红白机躺在地上打滚的情景（其实我已经记得不太清楚了，但是我妈一直记得，还偶尔提起），那会儿貌似400左右，我最喜欢沙罗曼蛇和赤色要塞，一张卡要100多，后来才出现N合一的几十块的游戏卡。",5
"流畅度：没有任何问题，丝般顺滑！
运行速度：匹配度完美，运行起来自然很爽。
稳定性：非常稳定，没有任何卡机现象
画面效果：画质相对最早的马力感人太多
外形外观：不做评价，个人很喜欢。
产品包装：包装有点显档次",5
"流畅度：流畅度超级奈斯呢，switch尽享丝滑。
运行速度：运行速度非常快，不卡顿。未发现响应超时。
稳定性：稳定性优秀表现，未出现不兼容等状况。
画面效果：画面效果很好，应证了机你太美。哈哈?
外形外观：尺寸比我之前的GBA大了好多，之前接触的任天堂的游戏机是GBA折叠机。switch的屏幕大了许多，还是横握操作，妈妈再也不用担心我手持游戏机时双手不分离了。还有就是switch的手柄Joy-Con红蓝配色不要太好看了吧。
产品包装：包装完美，无破损无瑕疵，无挤压变形。
机器三码合一，开机姨妈红，配件齐全。真香，哦买嘎switch不要太香了吧，买它！买它！买它！",5
"流畅度：很不错
运行速度：很快
稳定性：稳定，按键也很流畅
画面效果：清晰，色彩鲜明
外形外观：好看，质感不错
产品包装：完整，保护很好",5
"流畅度：非常好玩！
这次引进国行有一说一我还是挺高兴的，这毕竟是我们在游戏机产业上迈出了一步，高兴腾讯能代理这个东西，虽然现在商店里只是有一个游戏，但是并没有锁区，你还可以用其他的游戏卡来玩，我买并不是为了玩这么大做的DLC，也就是风花雪月和打打健身环，自己到手以后还买了国航的底座和国行的pro游戏手柄。这些游戏够玩非常长一段时间了，我觉得是这个游戏机最大的好处就是它能让你和你的朋友一起欢乐的分享这个时光，在这段时间不能出门的时候可以体会到更多合家欢的游戏。和我的家人一起玩马里奥一起跑赛车，觉得非常的开心，还是那句话，任天堂是世界的主宰。最后再表扬一下京东，京东作为首批预定的发货非常的快，特别是那个套餐还是挺划算的，里面那个包非常的棒，而且还有一张非常大内存的内存卡。就是腾讯要加紧引入游戏了，这么大个内存卡不用的话多浪费呀，还有非常期待之后的新作，我原本的卡都有了，就等你们赶紧出这三张的国行了。也希望之后国行游戏越来越多，越做越好，让我们真正和世界的玩家一些体会到游戏的乐趣。",5
"流畅度：整体操控非常简洁明朗流畅，触控和手柄操控都可以，所以整体操作起来效率非常的高。
稳定性：统简洁，操作起来非常稳定，玩了10来个小时了，没有出现任何系统bug之类，希望能够加一个浏览器，可以上网就方便多了，现在可能还是一个封闭的系统，如果将来支持第三方的应用，或者最起码内嵌几款应用就完美了。
运行速度：非常的速度，流畅，就是目前国行的游戏太少了，希望尽快的能上更多的游戏，而且希望游戏的价格能更亲民。
画面效果：画面清晰，分辨率很高，唉，就是玩长了眼睛受不了哈哈，容易着迷。
外形外观：酷毙了，已经想买很久了，这次终于等到了国航发布，没有犹豫，第一时间入手，拿在手里都是充满满满的回忆。
产品包装：包装是典型的日系风格，简洁大方，质量极高的纸盒包装，拿在手里满满的质感。",5
到是很满意的一次购物了，本是pc玩家，关注国行switch也很久了，虽然说之前在网上也看到很多关于国行的负面评价，但是最终还是买了。什么国行勇士国行烈士？我还真不是，对于我这种主玩pc的，steam花个四五十玩个巫师三还是很香的，买switch主要是和家里小孩一起玩，没什么联网和dlc的需求。如果和我差不多的，可以考虑这个国行。需求不同，我建议还是别买国行，毕竟dlc和联网确实挺重要的，毕竟几款经典游戏联网才有意思,5
国行机器使用运行非常流畅 美中不足就是不能下载游戏 包装完好无损 一直都在京东自营店选购商品 从商品质量到客服服务都非常好 快递就更没话说了 在现在这个非常时期 竟然当天拍下 第二天就能按时送到 非常给力,5
"流畅度：机器一点都不卡，无论是掌机模式还是tv模式。
运行速度：玩了塞尔达旷野之息，没觉得卡顿，开机也很快，休眠唤醒的时候也很快。
稳定性：玩了差不多一个星期了，每天两三个小时吧，觉得很好。
画面效果：机模式720p应该是，忘记了，链接电视的话是1080p不管怎样画面都很好，比小时候玩的小霸王强太多了。。。 
产品包装：京东物流，纸箱里面有气泡袋包着switch包装盒，里面也都是层层包裹，很好。",5
看中了这个switch，一直在犹豫是买国行的还是海外版，最后根据我自己玩游戏的习惯，决定了购买国行。其实对于没有联网需求且单机游戏就能满足的我，国行足够了。价格也低很多。国行卡带和海外版卡带都可以在国行机子上玩儿，也可以正常更新，而且还有一年保修。终于入手，很开心,5
"不要太好玩，一激动昨晚马车8玩到凌晨2点。相比wii，switch机身真的是小巧多了，而且安装真的太方便，一根电源线，一根显示器线，当年wii光视频线都要三根。
      关于国行跟外版的问题，也考虑的很清楚，一直比较喜欢单机，几乎用不到联机，单机合家欢足以而且国行还有保修，当然用日版的Wii光解锁就很麻烦，还是觉得国行的操作简单方便，数字版的游戏下载也很方便，外版的卡带也可以用，对于单机爱好者来说真没必要花一倍的价格去买外版。
      整体很满意，但是强烈希望游戏审核进度能快点，三个游戏真的太可怜了，那么多好游戏，希望能赶紧上架啊，太焦急了，同时也希望数字版跟实体卡能同步上架。",5
"流畅度：主机玩游戏非常顺滑，触屏体验也很好。
运行速度：运行速度也没有任何问题，loading正在读取的翻译也很贴心
稳定性：运行过程没有发现bug，科乐美代码带处试了下我想的有点多。
画面效果：画质听起来就桌面模式有1080p很低，其实掌机模式的画质表现力根本不差，屏幕也够大，用起来其实蛮爽的，如果可以连网站看视频那完全可以取代我的手机了。
外形外观：红蓝搭配的经典配色非常漂亮手感也很好。
产品包装：包装简单大方盒子的手感也很不错，放柜子上面还行，不说好看但是绝对不丑。",5
"产品包装：产品包装就很可了，红色大盒子，礼物包装即视感。
运行速度：运行速度非常流畅、稳定，画质清晰。
画面效果：不得不说，游戏界面的画质实在太好了。
外形外观：红蓝手柄的配置，真的是美呆了，配色非常喜欢。
流畅度：游戏运行非常流畅！
稳定性：稳定感十足，非重度游戏患者，游戏足够用了！",5
任天堂switch国行版还是蛮不错，一家人围在一起玩玩游戏，真是其乐融融。画面非常流畅，运行速度很快，稳定性不错，画面效果一级棒啊。任天堂switch的做工还是蛮不错的。买的套餐送了一个游戏、一张200G的卡、膜、收纳包。现在说说缺点：红色手柄摇杆有弹簧声，好像是通病。手柄配件装上有点松动。送的膜全日文弄的太复杂。希望机器耐用。快快出新游戏.........,5
"流畅度：以前玩了很久很久的日行，本身对国行没有太大的期望，但是入手以后真的是刮目相看，很不错，太优秀！
运行速度：流畅流畅还是流畅，简直不要再棒呢！
稳定性：怎一个稳定了得？？？
画面效果：很不错，优秀的屏幕。
外形外观：有专属国行标识，还有腾讯的封贴。
产品包装：中规中矩很不错。",5
"流畅度：国行在流畅度上没有问题，因为国服的原因，下载比其他版本快
运行速度：速度流畅，没有任何卡顿
稳定性：稳定性高
画面效果：画质很清晰，电视可以调整为1080p的清晰度，很爽
外形外观：包装精致，任天堂的东西毋庸置疑
产品包装：京东送货快，包装很好，没有任何损坏
纠结了几个月，在水货价格居高不下的前提下，最终还是选择买国行版本，其中一个很大的原因是周围几个朋友都买了国行版本，所以对战和线下聚会正好可以一起玩了。国行的游戏卡确实是挺划算的，不会像外卡一样一天一个价，价格也相对便宜。等不及马车8的实体卡，决定要入手了。这个套装在京东上买比在**上便宜多了，还有方向盘。期待腾讯早点上健身环和塞尔达，期待！对于在纠结国行和水货的朋友们，我说一句，游戏肯定会越来越多，身边买国行的朋友也变多了，游戏里国服上人也很多，完全没问题。主要是价格很香啊兄弟们！",5
"流畅度：运行塞尔达很流畅，喜欢塞尔达自由世界自由行走的感觉。
画面效果：不错，塞尔达物理引擎做的好，接电视画面很爽，平时取下来放桌子上玩也很方便
外形外观：很惊叹老任做这种即是主机又是掌机的创新，非常方便，很满意
产品包装：全新包装，有腾讯封条
稳定性：放在底座上玩了三个多小时，没问题
运行速度：不错，反应速度很快",5
发货神速，送了套装，接上了投影仪使用，颜色很鲜艳，音效也很好，玩了超级玛丽体验版很有意思，就是现在游戏太少了，希望能尽快引进塞尔达等大作，非常期待，希望是实体卡，价格优惠一点，最希望赶快引入健身圈大冒险，特别期待，想用这个健身，其它版本的太贵了，希望给力一把，还有有氧拳击，游戏健身两不误，期待啊，还有就是国内网友联机功能，加快进度开发吧，加油,5
国行勇士，主要是因为我也不怎么玩其他游戏，也就玩玩合家欢游戏和fifa，能随身携带出去走哪儿玩哪儿真的很方便，回家底座上一放又能在电视机上玩。无缝衔接真的是做得很好。至于画质就真的有点落伍了。还是值得拥有的，这个年因为疫情关系没发出去玩，全靠了这游戏机打发时间。,5
"流畅度：游戏卡还没到货，目前只买了个数字版的马里奥，暂时还非常不错，等之后游戏到货了再看看后续怎样。
运行速度：运行流畅。
外形外观：漂亮，颜值无敌。
产品包装：包装完好，很严实，物流很快，半天就到。
画面效果：在掌机上面玩的话还不错，上到电视可能会稍微差点，不知道是不是我的电视比较渣。",5
"流畅度：系统非常流畅，十分容易上手，操作简单。
运行速度：速度还算满意吧，switch不像xbox跟ps4，不是靠拼硬件的主机。所以对这个速度还算满意。
稳定性：玩了一周多才评论，十分稳定，之前出现手柄失灵，升级固件后正常。
画面效果：720p屏幕这个画质很不错，连接65寸电视1080p的画质也很满意。对于switch的硬件条件来说，这个画质很顶级
外形外观：多变的玩法，虽然手柄操作很需要时间适应，不错还算可以接受
产品包装：运输过程包装还是有损坏，已经给套了个盒子了都能损坏快递是不是太暴力了？",5
"流畅度：开机很快，操作也很顺畅，?
运行速度：打游戏不卡顿，机身也不烫手?
画面效果：很漂亮
产品包装：安全，不易弄坏，包装很完整",5
"流畅度：和原版其实一样的，只是处理器制程更新带来低功耗
稳定性：因为系统简单，从未死机或者崩溃
画面效果：画面效果好，堪称有史以来任天堂最好的画面
产品包装：有中文，有腾讯标签，感动
此前已入手欧版NS，听闻国行发布特来捧场，用微信登录，还是挺感动的。测试了手边所有的卡带均可以正常运行。大家可以放心购买，截止到2020.01.09官方只有一款超级马里奥兄弟，还是数字版，与市场严重脱节，希望可以加快引进速度。借此也怀念一下神游，想必买过神游的朋友都会来捧个场吧",5
国行，腾讯，马里奥，一年质保。自带超级马里奥兄弟体验版，试玩了一下，运行流畅，载入较快。主机休眠以及唤醒都很快速&hellip;&hellip;期待更多游戏。,5
"流畅度：没有卡顿的现象，还是挺流畅的，不错。
运行速度：运行速度也很快，需要插卡带，感觉下载的那种比较好。
稳定性：还是比较稳定的，毕竟是国行的还是有保障的，稳定性还是挺高的。
画面效果：画面效果相当棒，显示很清晰。
外形外观：外观设计很有辨识度，一看就知道是什么样的游戏机。
产品包装：包装很严实，还有封条，还是很不错的。",5
"流畅度：没话说，游戏主机肯定比手机或者电脑游戏流畅
运行速度：暂时只玩了一个马力欧U，读取游戏速度还是比较快的，场景过度基本没卡顿。
稳定性：这个不用多说吧，国行第一个出的游戏。
画面效果：超级漂亮的，感觉马力欧U就像我小时候玩红白机的超级玛丽3，基本一模一样，但是画面漂亮几百倍。
外形外观：插电视可当游戏主机，比XBOX、PS4小很多；也可以当掌机，稍微比手机长一点，还是很不错的手感。
产品包装：全新，这个没话说，京东物流也很快。",5
"第一次入手主机，买之前也做了功课，最后还是选了国行ns
主要原因是，想玩的游戏基本都是单机，不是很在意联网的问题，何况周围的朋友好像没有玩主机的（不是x，就算是聚会的时候还是可以一起玩
游戏商店现在还有点可怜，希望游戏越来越多，这样也能更方便。现在买卡带玩，也挺开心的
腾讯服务器不错，下载很快，马车匹配也很快，人不少
总体来说，购买之前的预期都达到了，还是很满意的",5
"京东这送货速度就不用说了，速度杠杠的，昨天下午就收到了。
体验很不错，跟朋友玩了一下午超级玛丽奥，感觉还不错。就是支持游戏太少了，游戏商店里就一款产品。今天去买个卡带玩玩，体验一下。
讲道理，如果国服不留后门的话，真的就不香了。没游戏，叫什么游戏机。",5
"流畅度：游戏流畅，有时会发现手柄延迟，后来把主机放置的离路由器远点后就没再发生。
运行速度：速度快，玩游戏没问题
稳定性：运行稳定，没死过机，感觉不错
画面效果：接电视很清晰，音效非常好
外形外观：外观精美，无划痕磕碰，非常满意
产品包装：产品包装非常好，完美保护产品",5
任天堂Nintendo Switch国行续航增强版NS家用体感游戏机，精美的包装精致的产品，从主机、手柄、腕带每个部件都做的非常精细，主机运行画面精美流畅，连接大屏电视机、便携式显示器方便快捷临场感发挥十足，又可随身携带，出差在外工作之余休闲解压非常不错。,5
东西确实是不错的，还是很喜欢的。中年人的快乐，小时候的游戏里宝可梦宠物小精灵。随着年龄的增长，工作的繁忙，坐在客厅电视面前安心玩游戏变成了一件「离得很近，却又似乎很遥远」的事情。这两年有了 Switch 的陪伴，我的游戏方式也得到了彻底的改变，TV 模式不再成为我的首选，随时随地想玩就玩的便携模式才是最适合我的。至少，这项持续了二十几年的兴趣爱好，不会随着自己生活状态的改变而渐行渐远。,5
"产品包装：包装简洁，也一直相信京东的物流，，只是这次略有失望，包装盒上有小的磕碰，害我担心会不会是二手，之后看封条和激活状况才放下心来。配件齐全。

外形外观：NS Switch外观简单，一个显示屏配合两个手柄，简单大气，各个按键清楚显目。

画面效果：画面很清晰，在游戏过程中并没有觉得有颗粒感，和手机的画面有得一比，我接触的游戏中显示感很强，色彩饱满，没有暗光。

稳定性：Switch稳定性强，游戏之间的切换十分流畅，没有卡顿的感觉。

运行速度：运行很快，打开游戏不会卡顿

流畅度：游戏流畅，在强烈的游戏中也没有失去画面，不会有模糊的画面。
这款主机我已经关注很久了，一开始考虑日版和港版主要是担心自己不会操作，后来听说有国行要出来，就一直字等待，首发时还在犹豫，因为很多人都说买国行的是勇士，还有就是游戏比较少。思前想后还是在年前下单了，我主要还是在家庭娱乐上，对个别游戏也没有其他的要求，又购买了健身环，发现现在孩子已经喜欢上玩健身环了，晚饭后总能一家人一锻炼，单从这一点上这主机已经值了。买来后才知道后续的游戏和配件才是真正的无底洞。现在腾讯只出了一款游戏，希望其他游戏能赶快上架。",5
包装很好，配送也非常及时，我很满意。贴了膜，整机手感很好，有国外小伙伴给我带卡，所以国行一样很爽，玩了东京奥运会，分手厨房2，just dance，感觉switch适合人多聚会，自己一个人的时候不会想开机，所以独居的小伙伴最好考虑清楚，如果没有那么多人一起玩，建议还是买ps4pro,5
"流畅度：很好
画面效果：流畅画质好
小朋友用学习换来的switch。机器一到就开始自己组装操作，很方便。手柄竟然有多种使用方法。显示屏格外清晰，blingbling的画面一下子把我也吸引了，同时盒内还带有连电视的基座和连接线。看了国行和日版，最终选择了国行，感觉很值得。用完后再放回盒子内，美滋滋的。",5
好玩，太好玩了。五岁的女儿和我一起玩马力欧兄弟，和开赛车非常开心。手柄分开使用，大小也很合适孩子的小手，旁边的xbox也不香了。游戏就买了个马力欧兄弟u，其余两个游戏是租的副号，一个星期25元，也挺好。买的健身环明天到货，应该更好玩。过几天再买labo五合一，动手能力也能得到锻炼。国行虽坑，但是目前够用了。,5
国行实测续航加强，然后兼容性没有任何变化，手上的C-FORCE配件不论是便携底座、蓝牙音频适配器还是便携显示屏，都可以完全兼容。感受太美妙。另外物流非常快，赞！更新游戏补丁和主机版本网速都非常快，然后塞尔达就是中文的了！完美的体验。今天又陆续买了好几个卡带，健身环和舞力全开，等着急啦，哈哈,5
机器质量非常好，外观无划痕，手感好，开机运行流畅，更新速度快，游戏色彩丰富，手柄安装简单顺畅，没有不贴合的感觉，总之感觉非常值得购买。而且国行的游戏价格有优势，很多经典好玩的游戏都已经送审了，边玩奥德赛边等健身环和塞尔达。保修一年多好呀。,5
"特意用了一段时间才来评价。
配送速度一如既往得快，第二天就到了。
主机满电可以玩3-4个小时。
主机温度过高好像就会触发散热器。
游戏有五个，只买了超级马里奥 奥德赛，真的很好玩。
主机自带的录屏和截图不可以分享。
希望国行赶快出游戏吧。",5
"流畅度：还没有买游戏，玩了下体验游戏，流畅速度没问题。
运行速度：游戏启动速度也很快。
稳定性：刚玩，还需要一段时间观察。
画面效果：没有接电视试过呢，用自带的屏幕，看着很清晰的。
外形外观：看着很漂亮。
产品包装：产品包装不错。
手柄的话，看每个人的习惯了，感觉还是小时候用的那种手柄有感觉。也许试用一段时间久习惯了。",5
套餐很棒，主要拿来亲子，非国行勇士。很明显，目前的游戏基本无法满足国行玩家的需求，核心玩家依然会选择非国行机器。在价格差价只有几百元的选择中，大部分真心玩游戏的，会选择非国行，毕竟游戏阵容为导向的非国行才是这部分玩家所爱。今天4月15号奥德赛和马车8实体版上市了，已入，希望国行越做越好。,5
很棒的机子，运行速度一流，没有卡顿，连接显示器的速度也很快，而且真的很方便，只要把主机放进TV底座就行了，至于被一直吐槽的游戏问题嘛，可以买外服卡带，一样玩，而且奥德赛和马车8其实就够玩很久的了，推荐奥德赛可以买实体卡，不玩了可以出掉回血。,5
包装完好，更新快，没有dle，没有语音包，家里手机充电线全部不行，买了京造3*w＋ct*c快充线。据说国行联机免费，刷着暗黑坐等。到时手柄特价时再入一对，一家人玩马里奥派对增进亲子，夫妻关系利器，完美！,5
"首先，非常开心国行switch能上市，从4月看新闻后一直在等待，12月4号得知马上发布后，第一时间预约，第一时间购买，只为80后的一份情怀&hellip;&hellip;&hellip;
    记得小时候放学后，经常去游戏厅3元一小时，4元一小时的打索尼，任天堂的游戏，太多太多的回忆了&hellip;&hellip;现在总于可以自己家里玩了，买来主要是玩亲子游戏，带小朋友互动&hellip;&hellip;国行上的时候只有一个游戏，当时还非常忐忑，后看评测知道国行只是不能联国外服务区，外区所有实体卡都可以玩，还能更新，心头的石头终于落下了&hellip;&hellip;目前只购入了塞尔达（必买大作），后期计划购入马车，奥德赛，马派，还有就是运动会，其实买这个机器主要目的就是带小朋友玩，自己可以找找情怀&hellip;&hellip;&hellip;机器总体都非常不错，买了二年的意外延保，希望国行游戏给力点，一直拥有下去&hellip;&hellip;&hellip;接电视效果非常棒，主机显示也可以接受，主要是特别方便，亲子的时候接电视玩，小朋友做作业的时候，在主机上玩，真的是一部非常棒的机器&hellip;&hellip;",5
"运行速度：玩游戏很流畅。没有卡的现象。
稳定性：用了一段时间没有任何问题。
外形外观：可当掌机可接电视。手柄可与屏幕组合成掌机，也可拆下来双人使用。
产品包装：包装完好。未拆封。配件齐全。
画面效果：感觉在掌机里是最好的。
国行价格合适且有保证，国行商城目前有三个游戏。想玩别的游戏可用卡玩。",5
"运行速度：运行速度很快，开机以后就提示更新，更新很快，完成后就可以开始游戏了。
流畅度：玩了自带的马里奥体验版，很流畅。美中不足的是赠送的游戏卡从另一个仓库发货，没有随主机一起来，没有玩上。
画面效果：连接到电视上，高清投放，效果非常好，体验很好。主机本身屏幕效果一般，连接到电视以后，高清效果很好，玩起来很爽，和家人一起玩更适合用电视输出。
产品包装：包装结实，内部保护很好。",5
支持国行，孩子很喜欢，送他的新年礼物，物流很快，包装也很好，可以两个人一起玩很开心，画面挺好看的，掌上玩，电视玩都挺好的，就是只有这一个游戏，希望快快出新游戏,5
儿时没有经济能力欠下老任的票，今日终于补票成功，说我们是烈士也好，勇士也罢，我玩游戏没啥追求非常容易满足，不需要多，不需要dlc，更不需要联机，只需要让我喜欢他，他是一款纯粹的游戏，没有套路，没有充值，没有污言秽语。机器性能很好，无论是掌机，桌面，还是连电视。画质清晰，运行流畅，画面优美，音乐动听，操控得心应手，哪怕是不玩游戏的媳妇都能从中体会到开心与成就，这就是任天堂的魅力所在吧！多快好省选京东！支持国行有我们！,5
"流畅度：流畅度爆表，非常流畅
运行速度：运行速度还可以
稳定性：稳定性非常好
画面效果：电视上的画面超好，没的说，比看电影还要高清
外形外观：手柄外形很好看，右手柄玩着还不是很习惯，操作不是很舒服
产品包装：包装完好
马上要过年了，给小孩买来玩的，不然小孩过年一直在看手机，玩这个最起码不会怎么上瘾，大家都可以一起玩，可以丢掉手机",5
"一直想买switch，看中它的多人互动，和家人一起玩耍，这次国行终于上架了国行版的新游戏果断入手，东西不错，玩起来也不卡很流畅，不错，期待更多国行游戏上架！！！
流畅度：非常流畅
产品包装：包装完美
运行速度：数码版很快，卡带稍微要慢一点",5
"画面效果：很清晰
流畅度：流畅
外形外观：帅气
运行速度：很快
稳定性：很稳
产品包装：精心包装
官方指定，质量保障，很可以的，玩了几天来评论，家很帅气，朋友聚会好帮手，家里必备啊。。。。。就是国行游戏少的可怜，相信腾讯，快快开发新的游戏，不过这三个想过全关也得1年的时间了。",5
物流给力 外包装完全没有破损 机器三码合一开机红 所有插口和出风口都检查了一遍 全新无误  买来玩健身环大运动和马里奥系列 非深度玩家 国行够用 这个价格很给力了 游戏还没到 到了再追评,5
听闻switch国行版出来，心里一直蠢蠢欲动，买还是不买纠结了好久。最后还是控制不了我自己乘着双十二买了下来。还是为了满足那份记忆。也为了圆自己**候玩的不过瘾的遗憾。东西送到第一时间打开。眼前一亮&**ash;-漂亮。双手拿起手感舒适。使用起来手速灵活。运行流畅。接上大屏幕更过瘾。简直完美。好评。,5
"流畅度：很好不卡顿
运行速度：顺畅
稳定性：很稳
画面效果：卡通感觉强烈
外形外观：小巧
产品包装：很严实
入了国行大坑，不过是买来给小盆友玩的，也就无所谓了。很适合低年龄小盆友，玩的不亦可乎。",5
