comment_sen,score
五一假期刚好有12期免息，昨晚下单今天到真的爽?灰黑色机子比红蓝更耐看，玩外版游戏卡完全没问题。没有在线联机的朋友，真的可以放心入，毕竟比现在的港版日版美版要便宜很多，省下来的钱买几个卡才是真香。,5
考虑了很久以后，入手了国行机，国行机的优势不用说：价格香、有保修保障，游戏价格也很合理，而且现在游戏送审速度越来越快了，配备个pro手柄一定很爽，外服的卡带也一样能玩，感觉不错,5
"流畅度：已经玩了一段时间了，感觉很不错，游戏运行很流畅，不卡顿
稳定性：因为买的是国行版的，只能是买来游戏卡进行游戏，游戏加载都不错，换卡的话进度也都可也保存。
产品包装：产品包装很细致，大盒子里基本配件都齐
外形外观：买的灰色的手柄，整体感觉很舒服",5
"流畅度：非常流畅
运行速度：非常快速
稳定性：非常稳定
画面效果：分辨率很高了对于游戏机来说
外形外观：灰色超酷，超高级
产品包装：包装很完整，很结实
总体来说 非常奈斯了，真是想买很久了，之前入手了红蓝机，后来看别人拿灰色的，好高级，果然入手了。出门坐车再也不无聊了",5
快递速度很快，虽然国行游戏只有三个，但是我觉得对我这种小白来说够玩了，奥德赛很好玩，一玩就感觉沉迷进去了，这个游戏适合我玩，而且还可以插国外版的卡带玩，我觉得挺好的了，慢慢等后面出新的游戏，switch很棒,5
京东发货速度很快，机器试玩画面效果挺细腻，清晰度，色彩也挺好，流畅度很顺滑，机器运行很流畅，没有卡顿，产品包装防护很到位，外形自已比较喜欢，手感也挺好，比较满意的一次购物！,5
腾讯的国行产品，包装很好，拆箱感觉有品质感。流畅度好，很不错，买了马里奥豪华版运行很流畅。运行速度一般，载入和开机没有想象中的快。稳定性很好，画面效果赞，外形外观见仁见智了产品包装好物流快。有一点得吐槽就是京东plus的京券抢不到。尤其是50元的。有点影响体验。,5
这款非常好，原来家里有个港版的，用着不能联网有的时候孩子就不高兴，这个稳定性比较好，对于这个也没有过多的研究，就是孩子玩的比较高兴，家里备了好几个手柄，可以陪他一起玩，运行速度比原来那个快很多，尤其喜欢这个颜色特别高档,5
"各地都在管控。不能出门，在家呆得都发霉了。就抱着试试的心态买了。在PS XBOX SWITCH中纠结。结合自身情况，选的SWITCH。结果没让我失望，而且是意料中的要好，哈哈哈。
流畅度：很流畅，加载游戏很快
稳定性：很稳定，玩了2个星期未出现过死机
画面效果：很好。屏幕颜色画质在预料之上",5
外形外观：外形很好，游戏会掉帧。外形很好，运行会卡顿。外形很好，游戏真的少。外形很好，画质一般般。外形很好，京东速度很快。外形很好，水货已破解。外形很好，明年入ps5。外形很好，,5
"流畅度：挺流畅的，游戏卡带还没到，玩了下体验版的马里奥兄弟，挺好的
运行速度：加载速度目前来看还行，等待卡带到了再试下看看
稳定性：目前没有遇到崩溃的情况
画面效果：大屏效果差点，小屏还不错
外形外观：主打的三种使用场景都试了，很满意，灰色我也很喜欢
产品包装：京东只给我switch盒子外套了一层塑料袋，这么相信自带的盒子吗&hellip;&hellip;好在盒子很完整，没啥问题",5
很不错的体验，过年时候买的，正好赶上疫情，派上了大用场，因为是买的国行，所以很多游戏只能买实体卡，几个游戏切换起来有点复杂，过年的时候和家里人一起玩马里奥排队，一起玩健身环，这个假期很充实，开心^_^！！！,5
"流畅度：很好！
稳定性：除了是国行的剩下都挺好！关键就一个游戏不说了
画面效果：细致
产品包装：完美！",5
灰的，也挺好看，游戏机嘛，充分利用就好啦。手柄很紧，多出游戏吧老任！,5
"流畅度：非常流畅
外形外观：外形很酷，拿着手感很好
产品包装：包装精致
运行速度：运行速度快
画面效果：高清画质
很满意，就是国行游戏有点少",5
关注了很久终于下单！支持国行，全新未拆封。包装盒子非常好，没有破损的地方！比较满意！配件齐全！买来和家人一起娱乐的！很好！跟开心！！！,5
"流畅度：游戏运行没问题，国行目前也就三个游戏，买来和女朋友玩，玩得很开心。
运行速度：运行速度很快，运行速度还ok，运行速度还比较满意。
产品包装：包装很完整，买之前还担心***，到手后没有翻车，很值得购买
稳定性：目前没有闪退过。昨天也没有闪退过，前天也没有闪退过
外形外观：外观很好看，我觉得外观还不错，挺不错的
画面效果：画面很好啊，掌机720p 主机也可以稳定1080p。",5
从小玩宠物小精灵长达的，从动画片看起，到玩GameBoy，任天堂非常良心，居然还开发口袋黄的**版，一定要入手玩一下。switch价格还行，之前没入其他版是因为觉得外网速度慢，保修麻烦，现在国行就不怕了，游戏买卡带玩就可以，续航很不错，赞一个。,5
"流畅度：很快，很好。我们很满意。
画面效果：细致
运行速度：快。但是上线游戏太少，同时建议出实体卡，这样有利于下次交易。",5
"流畅度：运行无卡顿
运行速度：速度很快
稳定性：很稳定，无闪退
画面效果：画面细腻
外形外观：外观很好
产品包装：包装无破损，保护很好。",5
"运行速度：非常流畅
稳定性：非常好，游戏中也不卡
画面效果：比想象中的好的多
外形外观：喜欢一体色，已经帖膜
产品包装：非常精致比日货好
流畅度：非常流畅",5
快递很快，第二天就到了，试玩下几天效果很不错，期间还一口气买光了商城里的所有游戏?,5
"流畅度：很顺畅
运行速度：很好
稳定性：目前来看很好
画面效果：画面效果也可以
外形外观：还可以
产品包装：一般般",5
全家一起玩，很给力，质量很好，孩子觉得很稀奇，爱不释手。家庭好游戏值得入手,5
非常好的购物体验 我非常喜欢售后小，姐姐非常的贴心，他告诉你所有的问题。我非常喜欢这样的服务。好，太好了，太好了，这东西简直太好了。我非常喜欢这个东西。物流非常的坏，隔天就到了。游戏非常好闻，我非常喜欢。,5
"流畅度：很流畅
运行速度：速度很快，游戏下载也快
画面效果：在电视上玩没问题
产品包装：包装完好，次日就送达了，非常快",5
"流畅度：非常好
运行速度：不错
稳定性：好
画面效果：完美
外形外观：漂亮
产品包装：非常高大上，送给男朋友的，他爱不释手",5
发货速度很快，物流速度也很快，第一天下单第二天就到了，老婆想买这款游戏已经很久了，年前狠狠心终于买下来了，游戏机很灵敏，运行速度很快，稳定性也很好，画面效果比较清晰，外形外观很时尚，产品包装看起来很高档,5
"自己换了壳
巴适得很
很棒很nb
单机党?冷门游戏爱好者并不在乎哪个服的机器 厚厚
过年了就是需要买一大堆卡带在家里十天半个月不出门才爽",5
"流畅度：满分
运行速度：超级快
稳定性：很好
产品包装：完美
画面效果：中规中矩
外形外观：满分
100分可以得85分 有些细节和游戏的兼容性还是需要提高",5
包装完好，物流超快，作为只玩单机游戏的普通玩家，国行已经满足我的需求！最近一次买游戏机还是sony的psp，期待switch有更多的国行游戏！,5
很合我意 本来ps5 xsx中想选一个 结果ns感觉很香 哈哈,5
"产品包装：完好无损坏。
物流很快第二天就到了，黑色的品质感感觉更好一些，建议大家买黑色的。
流畅度：运行游戏流畅，国行的机器运行其他国家卡带正常。",5
"质感非常好，用着也不错，国行很好哈哈哈，但是图便宜买了怪物猎人，有机会再入手塞尔达吧
流畅度：非常好
运行速度：非常好
稳定性：非常好
画面效果：非常好
外形外观：非常好
产品包装：非常好",5
任天堂国行正品，质量一流，品质优秀，包装完好，配送迅速，值得肯定！上手使用非常方便，设计体贴入微人性化，附送马里奥兑换卡太好玩，开心欲罢不能，还有128G内存卡可以储存更多好游戏。游戏机小巧便携，功能强大，非常满意！！！,5
"流畅度：送的单机版马力兄弟用着还行
运行速度：很快
稳定性：期待试用效果
画面效果：好
产品包装：外包装漂亮，但是送的黑色保护套味道很大
外形外观：好",5
"流畅度：目前只有一个游戏很流畅呢，德芙的流畅赶脚，good
运行速度：作为一个游戏机来讲没问题的啦，
稳定性：暂时没有卡顿或者闪退的情况
画面效果：游戏够够用了嘛，要什么自行车
外形外观：黑色灰色超级酷
产品包装：包装红色，国行一等，我是勇士我怕谁",5
"产品包装：一如既往的不错。
外形外观：很好，我喜欢灰色的，红蓝的感觉染色有点跳。
流畅度：国行的网络很好，下载游戏和运行都很流畅。
运行速度：运行速度很快，基本上不卡顿。
画面效果：很清晰，画面感很好。
虽然说国行的机子有很大的局限性，开放度比较低，但是我也只是玩玩单机游戏，这个对于我来说足够了。
当然还是希望能多出些游戏，如果也能像日版港版欧美版一样，全共享就好了。",5
很棒，特意买的灰色，就是为了贴贴纸，瞬间省下买限定版的钱了，还是国行靠谱，保修服务安心,5
第一时间购买了国行，犹豫了很久买啥颜色，灰色比红蓝经看多了。比起港行、日行下载速度很快，运作国际卡一点问题没有。手残党买switch的初衷是健身，目前比较喜欢just dance和fitnes***oxing，期待国行早日出健身环，推荐不玩游戏、又没空去健身房的人买switch,5
"产品包装：纯黑色 酷酷的
画面效果：老婆每天玩赛尔达 这么小的主机能出来这么高的画质棒棒的
运行速度：速度很快 没有任何卡顿",5
玩起来很不错，运行特别流畅。就是游戏太少了，不知道国行的游戏啥时候能多起来。,5
"收到机子还是很激动的，看了好久了，终于出国行版了，于是马上就买了。感觉不错希望出更多更好玩的游戏，也希望能和家人朋友一起玩。
流畅度：不卡顿
运行速度：较快
稳定性：良好
画面效果：非常棒
外形外观：屏幕比较大
产品包装：好",5
"轻度玩家，想买很久了，年前就买了卡，一直在家太无聊了就京东买了国行。首先是我在上海从山东跨区调货的，考虑特殊时期还算快的。然后是灰色真的太好看了，我没选错！最后是justdance上头！好玩！
关于国行么，单机玩家轻度玩家和合家欢玩家比较适合，我实在受不了网差，另外考虑到复杂的设置，我一直准备是买国行的。期待健身环大冒险的价格下降吧。我最后悔的就是买的晚了。（腾讯那个贴纸翘角还毫无粘性；送的膜手残也能贴好，获得了很大的满足感）",5
"流畅度：画面非常流畅
运行速度：速度很快，加载塞尔达很快就进去了
稳定性：目前没出过任何问题
画面效果：画面很清晰
外形外观：选了灰色，媳妇说颜色很有高级感
产品包装：包装完好",5
玩超级玛丽，玩的不想睡觉，好玩，也方便，孩子也可以一起玩，买了五个休息，不错。,5
国行勇士前来报道，买国行主要还是考虑售后以及后期游戏价格，希望小马哥给力。机器没问题，红蓝没货买了灰色也行，最主要是物流快，赶在假期收货一家人玩起来了。买的马里奥U套餐玩着很有童年的感觉。总体感受不错，jd服务一如既往很好，保价顺利。,5
宝贝收到了，很喜欢，送货也很快，目前国行只能单机，期待下一步能够和日版一样,5
端午节急不可耐的入手了国行版，体验感很好，跟别人一起线下玩很有趣，聚会神器。,5
很不错，还是京东比较快，服务也好，在天猫旗舰居然还买到打开过的，退了来这里。塞尔达很好，有点晕?_?，很好玩。,5
"流畅度：快
运行速度：快
稳定性：稳
画面效果：非常棒
外形外观：完美
产品包装：完美
不能出门只能靠他来消磨时间了",5
"终于收到心心念念的新年礼物switch啦！非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，迫不及待就拆开玩了！现在疫情在家里没办法出门，东西很快就送到家里了，还能在家里和家人可以一起互动玩这个，真的太好了！客服回复也很及时，现在这个特殊时期，很多店客服都不回复，switch的客服真的很热情啦，开心开心，我去玩游戏啦～",5
运行速度很快，清晰度很好，是全新的，没问题，国行还是很不错。,5
"流畅度：异常流畅，非常满足
稳定性：随便玩了一下觉得还行  但是刚开始还有待验证
外形外观：很好  基本上很满意了（就是没有贴膜有点难受哈哈哈）
产品包装：够紧密安全
运行速度：biu特否
画面效果：以了",5
"终于出国行版了，立马下单！
流畅度：商店目前只有超级玛丽豪华版这一款游戏，不过依然乐趣无穷，一共有164关卡，可以玩很久！我没有新增内存卡，依然流畅无卡顿。
画面效果：画面清晰，细节也做得很好。
外形外观：外形没话说，帅的一塌糊涂！个人还是喜欢黑色，所以没有选择红蓝手柄的。不过还有很多其他颜色的选择，新增手柄的时候会选择彩色的。
产品包装：产品包装完好，发货速度也非常的快，晚上下单，第二天就到了！
总体来说非常满意，后续会根据使用情况追评！",5
在这非常时期，昨天下的单，今天中午就到啦，太太给力啦，商家?！快递小哥?！只是游戏卡没到位，只能简单试试，效果还是不错的。,5
"不错 手感很好
也不卡顿
建议多买一个手柄 
游戏卡最好买机器时候一起买好",5
"稳定性：五星
画面效果：四星
外形外观：五星
产品包装：五星
流畅度：五星
运行速度：四星。疫情期间四天收到速度还算不错！",5
超级棒，拿回家就开机玩了会，更新也快，就是游戏现在1款，接下来看看有什么游戏好玩的吧。无聊玩一会还是不错的，主要快递是真的给力，上午下单，下午送过来了。不错不错。。。。。。。。。。。。。。。。。。。。,5
"产品包装：完整，大气
外形外观：无不良缺陷
流畅度：一级棒
稳定性：特别稳
画面效果：清晰明了
运行速度：很快",5
对比犹豫了好久买了国行版本的，京东物流很快，第二天就到了，拿到以后试了试，没有什么问题，运行速度很快，画面效果也很好，没有什么卡顿，稳定性很强，游戏的话要单独买游戏卡，不过价格也还好，可以接受，还可以和电视连接，很喜欢，好评。,5
"快递箱塞了充气垫，机器+配套礼盒，包装的一级棒
游戏机好操作，易上手，打算买来过节玩一玩，真的派上用场了，过年全在家玩&hellip;&hellip;
游戏选择性多，下到五岁孩子，上到四十岁老父，都能找到自己喜欢的游戏。
孩子操作起来，也很神，分分钟掌握技巧~
画面分辨率够高，连接电视玩效果更好，没有发生卡顿，闪退等意外，赞！",5
超赞，和老婆玩了一周多了，灰色的更有高级感，当然红蓝的更好区分手柄，哪个区的卡带都可以玩，续航给力，自带的6关马里奥也很赞，玩了塞尔达旷野之息、分手厨房、健身环&hellip;&hellip;真是居家娱乐必备良品。希望后续能上外服,5
比我想象中的大很多  很有手感  可以说一点也不亏  我相信国行会变得好起来的,5
给同事送的离职礼物，男孩，对方非常喜欢。2000左右的科技游戏类产品，switch国行可以说很合适了。两个颜色选择，性格跳脱的选个经典色，沉稳低调的选这款黑色。零失误，不会错。单机版游戏偶尔玩玩也够了。,5
很不错啊，买了主要用来玩健身环大冒险，只有一个马里奥对我而言影响不大。,5
产品包装：产品包装：产品很好很方便，包装看起来很好看，设计上也很方便，很不错哈哈哈，在这个特殊时期真的很方便了，鼓掌在这个特殊时期也很感谢快递小哥谢谢！好评运行很好,5
产品包装好，外形美观，画面清晰直观，运动时非常容易同步训练。,5
开机设置都很简单，暂时没有什么问题，和小孩一起游戏也是乐趣。,5
已经按上去了 用这个比较舒服 画面非常精致 看着也好看 包装完好,5
国行版，自带一个八关的超级玛丽体验版，游戏卡另配，非常好玩！,5
"很快就到了，晚上下的单，睡到中午起来就到了
运行速度：很快，太快了
产品包装：超喜欢
画面效果： 
外形外观：漂亮",5
下单第二天就到了，真的是神速。包装很扎实，很放心。买switch主要是为了之后的国行游戏，健身环的价格一定要给力啊。希望能尽快充实游戏阵容吧，为了价格等一等我还是能忍受了。唯一的遗憾是买来给老爸玩的，但是老爸想玩的淘金者魂斗罗之类的fc游戏似乎国行版不支持啊，就这一点来说异常的失望，比起期待国行增加这个服务，自己再买一台日版甚至买个小霸王会更快一点解决。,5
对比犹豫了好久，买了国行版本的京东物流很快，第二天就到了，拿到以后试试，没有什么问题，运行速度很快，画面效果也很好，没有什么卡顿，稳定性很强，游戏的话，要单独买游戏卡，不过价格也还好，可以接受，还可以和电视连接，很喜欢，好评,5
