comment_sen,score
等了一个多月，说好的马车和奥德赛呢，今天港服也可以***了，再不出游戏，不出后门就真的凉凉了,1
就一款游戏。完卡带还锁服。可以退货么？,1
没有游戏玩，买来干啥？？？？,1
哎，说什么好呢，国服没游戏，外服不让联网付了。亏大了,1
国行的烈士们走好不送，,1
不要买国行砖头，国行烈士留,1
"国行勇士前来报道
2月了还没游戏",1
"脑袋被门夹了 入了国行
一个游戏天天玩？",1
国行是个坑，慎入。,1
"流畅度：速度挺快，东西三码合一是正品。
产品包装：6.18当天别的平台都到了1599，就你卖1849，价格太贵。",1
稳定性：一个星期，左手柄已经出现漂移,1
组合商品两个地方发货？送的慢还不给退，机子不错，但以后不会在京东买任何东西了,1
国行主机什么游戏都加不了好友，只能自己玩。建议别买,1
脑子进水了买国行,1
两个月了，就一个游戏，一直吃灰,1
等这么久就一个游戏，只能买卡带，还要被**宰,1
"啥都行，就是没游戏
顶了几十天蘑菇",1
游戏机不错 运行还好 先用着看看,1
买了玩个鸡毛，就一款游戏,1
游戏上线慢 又锁服没得联网 还不如不能玩外服卡来的好,1
国行买错了，我是**,1
一个多月还是一个游戏。腾讯牛逼,1
不要做烈士，都给我去淘国外版本,1
数周是多久，整个商城就一个游戏,1
一个月不到就手柄漂移，真棒,1
到现在国行商店只有一个游戏  这还玩啥,1
"腾讯Switch一个多月了就一款游戏
没后门
建议大家买港日去",1
勇士变烈士。吐了,1
辣鸡，没有游戏你卖个砖头啊，还开了不能退,1
****，天理难容。,1
机器不错，可以只能镇宅用。,1
建议不要买国行，啥游戏都没有，不能联网游戏，需求变了不给换也不给退的。除了快递邮的快没有优点。,1
游戏？？。。。。,1
在？什么时候出游戏。,1
抱着支持国行的想法，当了一把勇士，但是发现买回来的新机器右侧手柄zr键失灵！国行就这质量？,1
国行烈士,1
建议买日版或美版的，不要信只是电源插头不同的话，DLC国行不支持，玩的游戏都是阉割版,1
再不出游戏，我个人感觉还是买港版的比较好！！！！,1
商店就一个游戏，还买了个200g内存卡，,1
一个月了就一款游戏，后悔买国行了！给我的是马里奥U启动器？,1
3月9号了，商店还是只有一个游戏，国行勇士变烈士,1
敬请期待，期待了多久？完全是欺诈行为,1
p游戏没有，国行说春节出马赛和马车，游戏呢？,1
产品包装：一个塑料袋加固，还不如十多块的产品又是泡沫又是硬纸箱保护的。,1
一个游戏机没游戏玩，还想要好评，回家要屁吃去,1
妈的坑货   再见看照片,1
就一个游戏 被骗了。 早知道看网上评论不买国行了。,1
说实话家有PS4国行机器港服。。。没心思你国行大任天堂这么面。。。。也就京东物流快至于机器可真别买了。。。。。。。。。消停玩ps4吧,1
虚假宣传。到现在还只有一款游戏。没有任何说明,1
"10号买的switch
12号上新套装搞促销，血亏",1
可以的可以的，买完第二天就降价。棒。,1
谁买誰**,1
游戏等得太久了，没有什么游戏可玩。没,1
到现在还是只有一款游戏可买，没有任何的意义，真成了孤儿机,1
吃灰神器,1
"1 石锤官翻机 官翻机 官翻机
2 刚买完不到一月就降价350",1
买了一块砖头,1
泡面压砖不错,1
这块砖不错,1
是国航的。。整个eshop只有一个马里奥游戏，而且一拆开不让退货。。。不要买,1
谁买国行谁**，虚假宣传,1
国行真不能买，switch早晚被国行玩坏。客服原话&ldquo;我们是有规定的，他行配件或游戏导致国行主机有问题我们不会施行保修政策&rdquo;。想买的需谨慎。,1
我是真的傻了，都28号了，还是一款游戏,1
**国行,1
我是烈士了,1
就一个游戏。玩个锤子,1
没游戏,1
"上联：误入国行深似海，下联：唯有退货解忧愁
横批：港版最香",1
不要买国行switch 一个游戏机只有一个游戏 买了就上当。卖出去都没人要。,1
京东很好，腾讯搞毛线，买了两个月了，就一款游戏！,1
"国行游戏少，不建议购买。
游戏机没有游戏玩，玩完！",1
俩月了  就**一个顶蘑菇  我能退了不！！,1
套餐双标 同样价格有一个带内存卡有一个不带内存卡 大家注意,1
国行只有马里奥一个游戏，问怎购买其他版本都是一副爱莫能助的样子。?,1
不开后门这东西就没有买的价值，希望能等到开后门的那一天，不要让玩家们失望,1
"国行烈士在此。。。
实在是看不到一点点希望了。",1
买错了，东西是可以的，只是是国行的，退不了只能先忍着了，哎&hellip;&hellip;&hellip;&hellip;（一星给任天堂的）,1
游戏机只有一个游戏 腾讯你在收智商税吗。辣鸡,1
谁买谁后悔,1
只有一个游戏能买 没办法买dlc 2100当是做慈善了,1
就一个游戏，过了一个月还是一个游戏，存档无法和外服绑定,1
"产品包装：说好的送擦镜布没有，付定金说送收纳盒没送
买套餐送的高清膜没有贴膜工具，手柄在主机上不牢靠
这么还是只有一个游戏",1
没什么游戏,1
第七天手柄松动，主机弯曲，不能换新，只能维修，大家还是玩日版港版吧。。。,1
已卸载京东，恭祝售后人家***。,1
买了个砖头 宝可梦剑盾不能联机游戏商店也没有游戏，只能买游戏卡带,1
就直接说吧马里奥U启动器，去买港版日版别想不开去国行坑。,1
游戏少，价格贵，买完就后悔。京东价格是真的贵。同样的是全新国行机比其它电商贵两三百块。评价完就删京东APP。,1
就一个游戏 而且屏蔽了任天堂账户 买来完全没有用,1
国行烈士,1
千万不要买   只有一个马里奥  什么游戏都没有  拆了就不能退,1
买的新年套装，除了主机，新年套装的其他东西全部没有，补发还要推来推去，还想着用50元现金券打发我，京东发货的流程有待规范啊,1
买了差不多一个月了，只有一个游戏，不如改名国行马里奥顶蘑菇吧,1
商品介绍里没有提示说明配套的游戏只有一款，作为消费者知情权受到侵犯,1
谁买谁知道！,1
三个月一款游戏，也没有后门，我买的是个祖宗，应该供起来。,1
"运行速度：挺好的
稳定性：不错
画面效果：可以
产品包装：不错，没必要买",1
啥也不说了，一个游戏。我吐了，吃灰一个月。卡带我懒得天天换。,1
国行是阉割版 国行是阉割版 国行是阉割版,1
游戏呢？,1
不幸做了国行的勇士，只期望腾讯能尽快多出游戏。提供后门。,1
只能玩一个游戏的任天堂，他奇葩啦,1
发来的主机手柄按键不灵，使劲儿按才有反应，申请退货10多天还没个结果，也是服。,1
国行只能支持卡带不支持领金币和其他操作，还是买港版或日版比较划算，希望大家引以为戒,1
买这东西可以戒游戏，太神奇了。,1
iphone公开版未拆封支持7天无理由退货，退货商品被取走时京东的封条都还在，京东方面却只口头说不是原塑封不予退货，而没有任何的证明文件，霸王条款！！！顶我上去上更多人看看这家企业的罪行！！！,1
套装中的游戏卡没有货得从其他地方调货，两周过去了，结果截止我评价还没发货,1
国行没游戏,1
联不上网，也不给退换货。告诉我因为我拆开包装了。你告诉我不拆开包装不开机的情况下我如何测试不能联网问题。,1
板砖,1
"4月1号到手，4月3号小米有品降250，而且是无论单买主机还是套餐都降～
联系客服，表示保价只保京东降价，外面任何情况都不管～退货是只管质量问题，其他理由都不认～",1
国行商店没有几个游戏，买了才发现，结果拆了包装不能退款！插卡也不能下载额外内容！,1
国行烈士，买了一个多月还是一款游戏，玩?呢？,1
我烈士了，别买国行，一个半月都不出游戏。强烈推荐港版，都可以***了,1
为什么买完就降价，为什么开封不能退，为什么现在了还没游戏可以玩，锤子游戏机。,1
不开心  不能退游戏卡  他发不了货  想退 跟我说是一起销售的不能退   都是299的为什么不能退单独买跟套餐买不一样么,1
这个联网能力以及续航能力差到我觉得我买到的不是国行续航版，关机都能掉十格电，我是服了,1
一个多月就一个游戏 发售前自己估量一下国内审核的难度 拿我们当小白鼠呢？,1
我玩机子吗？游戏呢？这都几个月了？马里奥启动器？,1
614下单1847，618就降价到1568！,1
"流畅度：买
运行速度：了
稳定性：块
画面效果：大
外形外观：砖
产品包装：头",1
产品没法满足使用，退货不行，换货居然偷偷给关闭，请大家慎重考虑！,1
只有一个游戏，顶了一个半月?，现在吃灰了，1000都没人要。,1
除了没游戏可玩，其他挺好，饼画的挺大,1
目前只有一个游戏只有一个游戏，开箱不支持退货！开箱不支持退货！我快被媳妇打死了！慎重买！！,1
就一个游戏,1
游戏机中文说明，贴膜就日文，还不给贴膜工具，当我家卖游戏机的空手贴膜呢?,1
目前国行商店只有一款游戏，没啥玩的，购买需考虑,1
发布会上宣布的三款游戏只有一款过审，等了这么久只有一款游戏怎么好意思发布的？,1
机器也就这样，但是就一个游戏，商店也就一个游戏，也只有呵呵了,1
国服一个游戏，带个内存卡没什么用，祝各位继任勇士快乐,1
商品做工非常好，就是游戏太少  腾讯你还是赶快出点游戏吧,1
虚假的国行真的给?&zwj;?整吐了，已经出掉换真正的国（港）行了,1
国行烈士，奉劝大家千万不要买，没游戏，不开后门，只能买卡带，还不能买DLC,1
下载速度很快一瞬间游戏库的所有游戏都下载完了。。。PS：不建议购买...,1
东西是好东西 但是国行游戏就一个 激活了还不让退 消费体验很差,1
快一个月了就一个马里奥u。就是一个单机游戏机。啥游戏没有,1
买了个板砖，就一个游戏，下一批审核的游戏也就那几个，看不到任何希望了,1
买了好几个月了，还是没有游戏玩，别人说买了块砖头，我说不要侮辱砖头好不好！,1
你国行机子出来那么久了，游戏到现在还只有一个马里奥?还有也就一个月的时间，同样价格就开始送这送那的，你们腾讯是怕机子卖不出去了吗???,1
还是一个游戏。。。。,1
"我裂开了，买了一个月就吃泡面压盖有用，一直吃灰
想入的还是买港版吧",1
没游戏就算了，竟然玩国外卡带还不能联机，果然*****，要你何用？,1
"流畅度：可以
运行速度：可以
稳定性：可以
画面效果：不太行
外形外观：差劲
产品包装：垃圾 拿到快递的时候 盒子上的腾讯标都掉了 像被人撕开过一样 标还贴歪了",1
性价比太高了，超级省钱，只需要299就可以买下游戏商店所有的游戏,1
不能联网更新，不能联网更新，不能联网更新，有些游戏需要更新才能有中文，后悔了,1
只有一款游戏，只有一款游戏，只有一款游戏。买卡带不能联网，不能下载dlc切记想买的慎重考虑,1
外形外观：感觉有点像二手的，就一个盒子，也没封口，买ps4的时候外面的塑料薄膜我撕了好久，这个直接没封口，直接一个包装盒可以随便打开，还好里面还好可以正常使用，但总觉得心里有点不舒服。,1
游戏只有一个，游戏只有一个，游戏只有一个，国产偷工减料，做工不扎实，左手柄扣上还能上下晃动！,1
在京东上卖国行switch真的是害人 除了国行 哪个版本的switch也不锁区 把我害惨了,1
挺差的 赶了个首发 第一次收到的摇杆异响 第二次收到的主机壳扣不紧 品控实在是差 10号的首发 确认到手18号了 不过售后处理挺快 这次收到的用了几天摇杆又异响 心累了 就这吧,1
国行烈士。。。，锁区锁服，就一个游戏，无法联网。买了个板砖一样,1
产品页面写着不仅仅兼容国行游戏 但运行日版游戏时有时会促发上下黑边的bug 咨询过客服这个问题现在无法解决 买前三思,1
"稳定性：哎
画面效果：该挺好的 
产品包装：挺好的
就是就一个游戏就别叫游戏机了",1
东西没什么问题，不过并不推荐买国行，发售一个月只有一款游戏，完全没有要好好做的意思,1
翻车了，屏幕中间有脏点，怎么擦也擦不掉，国行的品控真是醉了,1
国行机器目前为止只能玩卡带，无法和老的机器账号共享，不推荐购买，目前国行商店只有马里奥U可以下载，买都买了，只能将就着用了,1
国行版巨坑 最好别买国行版 游戏商店只有一个299的马里奥 如果你是勇士就买国行吧 最好买港版和日版,1
就一个游戏可以玩，也敢出来卖游戏机！疼逊可以的！手动点赞！,1
差的离谱，游戏少不说，买来只能玩单机，不给退货，这用哑巴亏希望想入手的人记住。,1
千万不推荐买 商城只有一个游戏 只能玩采蘑菇 上当了 还不能退 不知道谁给的勇气 商城只有一个游戏就退出了国行版本机子 如果不想2000元买个砖头的化 还是推荐买钢版和日版,1
"买国行以前，人家说我是憨憨
买到以后发现，我真是个憨憨",1
"流畅度：游戏少
运行速度：游戏少
稳定性：游戏少
画面效果：游戏少
外形外观：游戏少
产品包装：游戏少",1
不同服务器，锁服，就一款游戏，都没说明。拆了不能换，明摆着欺诈，只能当单机玩了,1
"机器什么的都不错，都挺好的
但是国服没后门买了有什么用
这大概是我第一个差评
插卡玩可以，但有好多没实体卡呀",1
毛病没有毛病。 我6.18 0点起来看switch 你说0点-2点付款有神秘赠品   这赠品到现在都没看到 可真是神秘,1
买错了，买了两张奥德赛，居然不能换？？意思就是：对，消费者，你买错了你自己买单，反正我是卖出去了，跟我没关系，你吃亏是你的事。,1
等了一个月，还只有一个游戏。质保一年有什么用，不玩就不会坏了。,1
游戏机只有一款游戏是来搞笑的吗???老子只能玩卡带还不能买dlc，真**不知道为啥要买国行。??腾讯。,1
都挺好就是只有一款游戏，还不喜欢玩，花两千多买了个不能用的，体验极差。游戏连选择余地都没有。,1
支持国行就是错了，新机器到手就网络有问题，国行机器还连不上网,1
等把马车8上了在来好评，莫要给我回什么正在筹备 没筹备好发布毛个国行啊,1
不找客服都调不到货，找人工客服催，不到一分钟就能有货了，物流信息改得贼快，大家学着点儿吧。疫情期间物流和发货受影响我可以理解，但京东这么玩儿我接受不了，东西怎么样不知道，反正我已经退了,1
"就一个塑料袋包起。然后盒子被压变形。铝盒也被压变形。只能退货。
京东快递你是来制造废品吗？我能理解贴吧那些没有封条的哪里来的了。",1
买了9天我的手柄出现了四个问题，右手柄连接不上陀螺仪，左摇杆有弹簧声，r链有弹簧声，玩的时候插在主机上的左手柄突然断开,1
一开箱还没开始玩，就发现机身底部异响，申请换货，到已经10多天了，还是没有任何消息！,1
只能玩三个游戏不能在商品介绍中说明下吗？只能玩三个游戏、三个游戏、三个游戏，只能放储物柜展示了......,1
没有游戏 买来吃灰哦  耳机左手柄松动客服说正常现象 那正常现象右手柄为啥不松动呢,1
做工不错，配件有质保，除此以外，就是个太监。非常时期，聊胜于无。,1
对国行大力的支持信任换来的是无期的等待，从第一批购买到现在竟然还没有游戏可以玩，只能买其他游戏卡暂时玩玩。,1
我直说了⑧  现在还买国行的不是单机玩家就是nt  还给tx增加销量让他不思进取 割一波韭菜美滋滋?,1
出两个月了你还让我顶蘑菇？一款游戏就敢拿出来卖呗！俩月了，还不出新的，吃干饭的么？,1
强力不推荐买，不能联机，就一款游戏还好意思发售国行，你也能叫国行游戏机,1
恭喜switch荣登个人买必悔系列顶峰！送女票的，两天后开始吃灰，被吐槽游戏少，没意思。真的是后悔莫及。,1
"画面效果：不要买国行！
流畅度：不要买国行！
运行速度：不要买国行！
稳定性：不要买国行！
外形外观：不要买国行！
产品包装：不要买国行！",1
看好了的日版，废手点错买了国行，只顶***蘑菇，没有七天都不让退，算了。。。顶蘑菇吧,1
里面只能玩一个游戏。 国行卡带还没上市，就卖国行机坑用户，腾讯！,1
光杆司令，要游戏机，但里面却没有游戏。差差差，一个月了都还没上架一款游戏。,1
这个新机才一天不到，蓝色手柄就有问题了。一直自动按下，现在要送回去检测。心里不是个滋味！唉&hellip;&hellip;希望能换台新机，别再有问题了。但是话说回来，我买个机器回来难道是专门用来破坏的？,1
买的第一台，冲着未来能多点游戏和保修的，结果上市到现在只有一款马里奥，强烈不建议买，虽然我又买了一台国行送了我小老弟。我是ZZ，引以为戒，不要学我。,1
不太建议购买，目前基本吃灰中，国行就一个游戏，生态圈目前有极大的问题,1
本想支持一下国行的，但现在都两个月了，还是只有一个游戏，连当初的承诺都没实现，现在头顶都快长蘑菇了。,1
不要买国行！！！锁区！！！只有一款游戏，跟承诺的不一样。不如多花100块钱去买港版的！还支持***付款！！！,1
国行就是马里奥兄弟U启动器，辜负大家期望，一个多月就一个游戏，还好意思卖？,1
真就一个游戏&hellip;&hellip;,1
不建议现在购买，什么游戏都没有，买回去只能落灰，其他卡带不保证可以使用，而且只要开了外包装就不退不换。,1
只有一个马里奥，但是我还不喜欢玩，现在就是个板砖。当初抱着相信tx的想法入了国行，真是**了。港服那边已经支持***支付了，真是虚假的国行！?,1
DLC买不了，n多游戏都有dlc极其影响体验。标注游戏有盒子内标注了塞尔达结果没有，货不对板。激活还不能退。不激活怎么知道不可以,1
建议对Ns不了解的新人不要入国行 多去贴吧看看关于国行的消息 现在买来就只有一款游戏,1
"太好了，已购买商店全部游戏。
PS：2周后砸地上的声音特别好听",1
买之前&hellip;并不知道国行机器只有一个游戏可玩&hellip;号称7天无理由退货&hellip;告知不退的理由就是拆开了不能退&hellip;我不打开怎么知道国行里面只有一款游戏可以买&hellip;买的时候没有任何告知&hellip;所谓7天无理由却变得有理由&hellip;??&zwj;♂?,1
机器真的不想恭维！第一次送来，屏幕3个地方有灰尘，然后里面游戏目前只有一个，还没玩几天就出现橙色屏幕，怎么按都没有反应,1
"友情提示
此机子商店只有一款游戏 其他待上架
可以插卡  但不能联网  数字版本不能装  （玩剑盾党只能单机 不能交换精灵了）
期待插卡游戏早日联网",1
老板带头**的**公司，两千块买个**代理的空壳子，只有**一个游戏，还不给退，也不注明情况，***,1
"流畅度：很赞
运行速度：很快
稳定性：没问题
画面效果：超棒
外形外观：没毛病
产品包装：很漂亮
很不错但我想说除了马里奥国行其他游戏只能玩单机一无是处",1
步步高点读机，妈妈再也不用担心我的学习了，因为我彻底的戒掉了游戏。?,1
玩了一个小时，手柄出现问题，退货退了十天，没有任何动静，售后解决不了任何问题，告知15到30天才有结果，劝各位别买，没有任何一点保障,1
"2014年我在京东买的华硕，二手机。
今年买的惠普打印机，一直有问题。
今天买的switch，别人有100抵用券，我就没有。
这是不是一直在歧视我？？",1
没什么好说的，买国行期待着过年家里来人一起玩玩的，不会让我这种合家欢游戏还非要买卡带吧，我**，我不听劝,1
开箱发现那张封贴一半贴箱子，一半贴在送的擦镜布上，怕不是此地无银三百两。果然成了国行勇士。一没游戏，二不能联网跟人玩，勉勉强强玩个塞尔达，通关了就吃灰。,1
"流畅度：很流畅！没游戏
画面效果：还行吧！没游戏
产品包装：还行！没游戏
运行速度：挺快。没游戏
外形外观：好看。还是没游戏",1
二  月  了 游  戏  呢  ？,1
游戏太棒了，太便宜了，只需要花299元可以买断所有的游戏，2000多元的马里奥启动器，勇士你值得拥有,1
真服了，2019等到了2020还是只有一款游戏，数周内会上架游戏。。一年两年也是数周对吧，厉害,1
无游戏，无游戏，2000多就为玩个马里奥，卡带还不能购买DLC，所以，我到底买来干嘛,1
拿到手就是个残次品，屏幕下方有四条黑线，不是划痕，是屏幕质量有问题，漫漫换货过程已过去三天，目前还没有任何京东的消息，早知道直接退货另买了,1
不支持英文，这个东西本来就是国外的东西，不支持英文应该提前告知，还有更可笑的是拆了包装不能退，请问你事先不说你不拆包装不开机能知道支不支持英文吗，还有你家用的国行手机不支持语言切换吗？我会维权到底,1
为了单机没啥联网需求所以入的国行深坑，游戏少无所谓还有卡带嘛，而且筹划中的游戏也有不错的，可是28号上架的彩虹坠入定价比steam贵了不止一丁半点这就让人很愤怒，收割智商还是咋滴？,1
以后请叫我国行勇士谢谢，就一个吃蘑菇也敢说自己是游戏机？你是不是对游戏机有什么误解，你可早点下架并改名泡面盖吧！,1
"流畅度：非常好，毕竟没游戏！
运行速度：不错
稳定性：非常好，毕竟没游戏
画面效果：非常好，毕竟我现在没有游戏，设置界面是挺好
外形外观：不错
产品包装：挺好就是多了个腾讯两个字，求您下次别代理游戏机了，玩不了游戏的游戏我要它何用",1
这么说吧，本来是准备好当烈士了，但是给你的感觉呢，你顶国行，国行可没认为你是国行玩家，客服呢能做到有问必答，但是答非所问，官方用语太多，也符合TX一贯作风了，建议就是你有钱你随便买，否则国行将会让你后悔的不行，从预售开始，预售没有任何意义，就是个笑话，预定的人都知道，质保和没有几乎没有什么区别，限制很多基本用不上，联网速度快更没用，就一款游戏，最后各位烈士们加油,1
"我的卡呢，256储存卡呢。就因为不能出门买个游戏机。
你们是不是感觉我不能退货，故意的是吧。妈的，开关箱了，也不给退货了吧。可我那知道卡在里面 ，在外面。",1
j就是个单卡游戏机。后面评价都是复制的收到货，第一时间拆包装，感觉质量还是比较好的，与卖家描述的还是一致的，非常满意，发货速度比较快，物流公司服务态度很好，运送速度很快，总的来说这次是很满意的一次购物，感谢卖家。,1
"流畅度：好
运行速度：好
稳定性：好
画面效果：好
外形外观：好
产品包装：好
就是腾讯不引进游戏，又不能下载外服的游戏，只能买卡带，不好！该骂京东呢？还是腾讯呢？",1
"流畅度：非常顺滑
运行速度：很快
稳定性：很稳定，读取卡带很快
画面效果：效果很好，虽然是720p但是也不错了
外形外观：经典
产品包装：包装简单但是京东送货好
但是我还是要给一星，因为京东客服610302的态度太差了，是我遇到的最差的在线客服了，手柄刚来一天晚上充电就发现摇晃，到现在都没人解决。",1
套餐设计不合理，同样的2199的套餐能差出200多块钱（200Gsd卡+贴膜），所谓的限量款收纳包和普通包也没有差出200块钱。,1
"流畅度：很少遇到卡顿，加载比较慢。
运行速度：读卡速度很快。
稳定性：目前没有遇到过闪退。
画面效果：高清马赛克的画质。
外形外观：飞机起飞的大黑边框。
产品包装：包装倒是可以。
不建议入国行，T讯的条款很霸道太饿心人了，犬是改不了吃像的，不应该以为T讯会变好，连吃相都不在乎了。以后是T讯的相关东西，一定要慎重考虑，能不用就不用。毕竟作风越来越像自由平等民主了&hellip;",1
目前不建议购买，国行得联网政策造成该游戏机，就一个游戏，有着中国得审批政策也不要想以后有什么游戏玩了，第一次买这类游戏机没有了解一下，下次得多逛下论坛，多看测评。这个游戏机建议买港版得。,1
"稳定性：差，不稳定，国行品控差了要命。cpu有问题不愿意更换，和维修到处踢皮球，请各位打算要买的人注意注意注意！
画面效果：卡logo，狗屎品控
产品包装：可以
运行速度：卡logo运行啥？
流畅度：根本开不了机了
外形外观：还行！",1
"为什么首页不明确卡带也有限制？完全就是一块砖头。
拆了包装就不能换。措辞还是&ldquo;不保证一定能&rdquo;。除了脏话没话说。",1
商品不错非常好，有封条是正品，但是不建议现在购买，等了很长时间没有新游戏只有一款游戏，没有10款以上游戏不建议买国行，应为不能用其他区域账号登录。没买的还是等等在买。,1
